0.105,-1.5,-2.67,-3.63,-2.38,-1.38,-1.16,-0.717,-0.327,0.0636,0.0903,0.102,-0.089,-0.497,-0.947,-0.835,-0.513,-0.246,-0.145,-0.0872,-0.21,-0.445,-0.427,-0.649,-0.455,0.105,0.105,0.105
0.105,-1.28,-2.38,-3.53,-1.69,-0.758,-0.594,-0.213,0.15,0.373,0.437,0.371,-0.0616,-0.628,-0.594,-0.324,-0.121,-0.00586,-0.0316,-0.0448,-0.159,-0.322,-0.464,-1.07,-0.406,0.798,0.105,0.105
0.105,-0.588,-2.2,-2.16,-1.15,-0.39,-0.127,0.354,0.567,0.747,0.812,0.626,0.476,0.363,0.526,0.426,0.25,0.107,0.0118,0.0367,-0.16,-0.287,-0.803,-1.15,-0.301,0.798,0.105,0.105
0.105,-0.588,-1.28,-1.18,-0.534,0.0467,0.349,0.802,1.02,1.14,1.26,1.31,1.47,1.71,1.23,0.642,0.264,0.129,0.0356,-0.0362,-0.165,-0.488,-0.633,-1.28,-0.301,0.105,0.798,0.105
0.105,0.105,-0.588,-0.365,-0.32,0.308,0.597,1.01,1.28,1.59,1.89,2.04,2.1,1.88,1.19,0.484,0.196,0.129,-0.00168,-0.0906,-0.283,-0.501,-0.694,-1.34,-1.69,-0.588,0.798,0.105
0.105,0.105,0.105,0.105,-0.326,0.423,0.775,1.1,1.57,1.78,1.92,1.97,1.85,1.41,0.644,0.269,0.107,0.0462,-0.0483,-0.16,-0.468,-0.757,-0.876,-1.74,-1.84,-0.588,1.2,0.105
0.105,0.105,0.105,0.105,-0.381,0.105,0.649,1.05,1.34,1.6,1.74,1.61,1.42,0.782,0.213,0.112,0.0617,-0.0134,-0.0688,-0.255,-0.503,-0.57,-0.994,-1.91,-1.5,0.105,0.798,0.105
0.105,0.105,0.798,0.105,-1.1,-0.0202,0.644,0.768,1.03,1.38,1.38,1.07,0.653,0.148,-0.00249,-0.0252,-0.0016,0.0521,0.0225,-0.0957,-0.15,-0.385,-0.76,-0.811,-1.69,-0.994,0.105,0.105
0.105,0.105,-0.301,-0.301,-0.811,0.441,0.441,0.7,0.798,1.06,0.82,0.402,-0.0399,-0.165,-0.109,-0.0769,0.0233,0.14,0.105,0.278,0.148,-0.118,0.306,0.287,-0.301,0.105,0.105,0.105
0.105,0.105,-0.994,0.105,0.105,1.2,1.2,0.992,0.98,0.543,0.214,-0.191,-0.41,-0.285,-0.211,-0.15,0.043,0.197,0.249,0.756,0.596,0.105,0.893,1.02,0.798,0.105,0.105,0.105
0.105,0.105,0.105,0.798,0.798,1.2,1.2,0.462,0.272,-0.0669,-0.505,-0.647,-0.408,-0.293,-0.233,-0.106,0.0432,0.282,0.495,0.964,0.885,0.747,1.12,1.71,1.49,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.798,0.105,0.441,0.192,-0.285,-0.501,-0.47,-0.455,-0.333,-0.306,-0.152,-2.07e-05,0.118,0.25,0.742,1.2,1.11,1.28,1.81,1.71,1.49,0.105,0.105,0.105
0.105,0.105,0.105,0.105,-0.588,-0.588,0.105,-0.153,-0.417,-0.483,-0.518,-0.345,-0.265,-0.228,-0.121,-0.0387,0.105,0.39,0.905,1.44,1.28,1.24,1.12,1.71,1.49,0.105,0.105,0.105
0.105,0.105,0.105,0.105,-0.301,-0.994,-0.47,-0.475,-0.468,-0.504,-0.346,-0.334,-0.255,-0.167,-0.0944,-0.0409,0.0864,0.555,1.05,1.45,1.43,1.59,1.65,2.05,1.2,0.105,0.105,0.105
0.105,0.105,0.105,0.105,-0.183,-0.588,-0.623,-0.617,-0.604,-0.522,-0.356,-0.265,-0.24,-0.161,-0.16,-0.0386,0.0842,0.448,0.986,1.43,1.33,1.49,1.55,2.18,0.798,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.105,-0.588,-0.725,-0.73,-0.635,-0.545,-0.371,-0.312,-0.266,-0.233,-0.28,-0.139,0.0216,0.323,0.833,1.15,1.25,1.32,1.13,1.02,1.2,0.105,0.105,0.105
0.105,0.105,0.105,0.798,0.51,-0.455,-1.28,-1.36,-1.25,-1.15,-1.15,-1.16,-1.01,-0.968,-0.87,-0.93,-0.63,-0.418,-0.0709,-0.0892,0.105,0.238,0.105,0.105,0.105,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.105,-0.588,-1.28,-1.69,-1.97,-2.09,-2.53,-2.89,-2.46,-2.5,-2.02,-2.2,-1.97,-2.53,-1.28,-0.183,0.105,-0.994,-0.994,0.105,0.105,0.105,0.105,0.105
